Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
316	316		301							{2: '唯', 3: '天选者模型现在的状况，还远远无法达到能够承载测试的标准。', 4: '1'}
317	317		201							{1: '1', 2: '500050'}
318	318		301							{1: '1', 2: '霍斯特', 3: '……', 4: '1'}
319	319		201							{1: '1', 2: '501191'}
320	320		301							{1: '1', 2: '唯', 3: '两周的时间……或者你们得到一个50%完成度的残次品。', 4: '1'}
321	321		201							{1: '1', 2: '500050'}
322	322		301							{1: '1', 2: '霍斯特', 3: '一周。我要在那之前看到结果。', 4: '1'}
323	323		201							{1: '1', 2: '501191', 3: '8'}
324	324		301							{1: '1', 2: '唯', 3: '……', 4: '1'}
325	325		301							{3: '她紧闭双唇，似乎默认了这个苛刻的结果。'}
326	326		203							{1: '1', 2: '0.3', 4: '-300'}
327	327		202							{1: '1'}
328	328		401							{1: '2', 2: '4799'}
329	329		301							{3: '就像轻盈的羽毛飘落下一样，几乎没有发出任何声音——\\n下一秒，她身体就这么无力地塌了下去。'}
330	330		201							{1: '1', 2: '501191', 3: '8', 4: '-250', 5: '-100'}
331	331		201							{1: '2', 2: '500042', 4: '250', 5: '-100'}
332	332		301							{1: '1', 2: '赫塔', 3: '德莱维小姐？！', 4: '2'}
333	333		203							{1: '1', 2: '0.3', 3: '-250'}
334	334		203							{1: '2', 2: '0.3', 3: '250'}
335	335		401							{1: '2', 2: '5286'}
336	336		301							{3: '赫塔从后面将她缓缓托起来。'}
337	337		301							{3: '好轻。纸片一般轻薄的身体，让赫塔差点用力过头。'}
338	338		301							{3: '似乎因为实验的后遗症，她已经完全脱力了，赫塔将她安置到了一旁的靠椅上。'}
339	339		301							{2: '赫塔', 3: '你现在需要休息。', 4: '2'}
340	340		202							{1: '1', 2: '2', 6: '1'}
341	341		201							{1: '1', 2: '500050'}
342	342		301							{1: '1', 2: '霍斯特', 3: '她现在需要实验。', 4: '1'}
343	343		301							{3: '霍斯特一步步逼近，瘦削的身体拉出长长的阴影。'}
344	344		401							{1: '2', 2: '5492'}
345	345		301							{2: '？？', 3: '（愤怒的哈气声）'}
346	346		301							{3: '一只黑白相间的猫守在唯面前，朝着霍斯特的方向全身紧绷着。'}
347	347		301							{2: '霍斯特', 3: '总是着眼于这些无关紧要的调优细节只会耽误时间。', 4: '1'}
348	348		301							{2: '霍斯特', 3: '只要能拿出让执行官大人满意的实验成果，就算失控了也无所谓，觉醒的目标反而还是次要的。', 4: '1'}
349	349		301				AniZhuanchangBegin			{2: '霍斯特', 3: '赶紧调整好你的状态，然后进行下一次取样。', 4: '1'}
350	350		202							{1: '1', 6: '1'}
351	351		101							{1: 'Assets/Product/Texture/Image/BgStory/BgStory696.jpg'}
352	352		301			AniZhuanchangEnd				{3: '在安顿好唯后，霍斯特示意赫塔跟着他到走廊外面。'}
353	353		201							{1: '1', 2: '500050', 4: '-400'}
354	354		201							{1: '2', 2: '500042', 4: '400'}
355	355		301							{1: '1', 2: '霍斯特', 3: '好了，赫塔。你作为她的助手，在这一周内，尽可能地让她多产出一些成果，尽快把天选者移交给其他部门。', 4: '1'}
356	356		301							{2: '赫塔', 3: '但是……', 4: '2'}
357	357		301							{3: '想起唯虚弱的样子，赫塔为难地垂下眼眸。'}
358	358		301							{2: '赫塔', 3: '她的生命体征很虚弱……心电图有很多处混乱的尖峰，体温也异常地偏低……我担心……', 4: '2'}
359	359		301							{2: '霍斯特', 3: '这就是你的工作了，赫塔小姐——取走她产下的蛋。', 4: '1'}
360	360		301							{2: '霍斯特', 3: '为了让她持续修缮天选者模型，持续的实验是必要的。', 4: '1'}
361	361		301							{2: '赫塔', 3: '但这已经……不是精神崩溃的层级了，她说不定会有生命危……', 4: '2'}
362	362		301							{2: '霍斯特', 3: '这就不得不提到你的工作了，赫塔小姐。', 4: '1'}
363	363		301							{2: '赫塔', 3: '诶？是……在说我需要负责的研究内容吗？我不是来协助德莱维小姐进行研究……', 4: '2'}
364	364		301							{3: '男人扯了扯领带，背光的脸庞显露出些许狰狞。'}
365	365		301							{2: '霍斯特', 3: '是啊——研究怎么不让她死掉。', 4: '1'}
366	366		301							{2: '赫塔', 3: '？！', 4: '2'}
367	367		301							{2: '霍斯特', 3: '当然是在你能取得她产下的成果的前提下，换句话说……', 4: '1'}
368	368		301							{2: '霍斯特', 3: '你今后会碰到很多需要让她冒着“生命危险”也要完成的任务。', 4: '1'}
369	369		301							{2: '霍斯特', 3: '只要你能让她交出合格的模型，就算是死了也无所谓。在得到成果之前，确保她活下去就好了。', 4: '1'}
370	370		301							{2: '赫塔', 3: '……', 4: '2'}
371	371		301							{3: '赫塔不由得攥紧了自己的拳头，连指甲扎入手心都未曾察觉。'}
372	372		301				AniZhuanchangBegin			{2: '霍斯特', 3: '我要天选者，尽快，越快越好。', 4: '1'}
373	373		202							{1: '2', 6: '1'}
374	374		101							{1: 'Assets/Product/Texture/Image/BgStory/Bgstory101.png'}
375	375		201							{1: '1', 2: '500042'}
376	376		301			AniZhuanchangEnd				{1: '1', 3: '目送着霍斯特离开，赫塔才恍惚地回到了实验室。'}
377	377		301							{3: '感到有毛茸茸的东西在蹭自己的脚，赫塔又低下头去——是刚刚那只朝主管哈气的猫。'}
378	378		202							{1: '1', 6: '1'}
379	379		401							{1: '2', 2: '70011'}
380	380		301							{2: '？？', 3: '（舒适的呼噜声）'}
381	381		402							{1: '70011'}
382	382		201							{1: '1', 2: '501191'}
383	383		301							{1: '1', 2: '唯', 3: '<phonetic=五号>V</phonetic>，过来。', 4: '1'}
384	384		401							{1: '2', 2: '2550'}
385	385		301							{2: 'V', 3: '（撒娇的喵声）'}
386	386		402							{1: '2550'}
387	387		301							{3: '面对这只黑白色的猫，唯冷漠的面色稍有缓解。'}
388	388		202							{1: '1', 6: '1'}
389	389		201							{1: '1', 2: '501191', 4: '300'}
390	390		201							{1: '2', 2: '500042', 4: '-300'}
391	391		301							{1: '1', 2: '赫塔', 3: '德莱维小姐，我刚刚联系了医疗部，他们送来了葡萄糖和一些神经缓释剂……', 4: '2'}
392	392		301							{2: '唯', 3: '好。', 4: '1'}
393	393		301							{3: '赫塔将她的袖子摞起，露出苍白的肌肤。扎好皮筋，涂抹酒精……'}
394	394		301							{3: '好冷。和实验舱的溶液一样冰冷的手，让赫塔再次倒抽一口凉气。'}
395	395		301							{3: '她一动不动，任由赫塔垫上暖垫，将针头扎入手背。'}
396	396		301							{3: '既不配合，也不挣扎……就这样乖乖地躺在靠椅上，像一只断了线的木偶。'}
397	397		301							{2: '赫塔', 3: '没有暂停的可能吗，实验？', 4: '2'}
398	398		301							{3: '唯沉默地将脸别向一边。'}
399	399		301							{3: '将现在的天选者交出去……或许不得不面临被废弃的命运。'}
400	400		301							{3: '主管没有给她留下迭代的时间，放弃采样的后果便是所有的心血全部付之一炬。'}
401	401		301							{3: '这是一趟一经开启便再也无法停下的列车。'}
402	402		301		1		AniZhuanchangBegin			{3: '赫塔知道，他们一开始就没有为她留下暂停的选项。'}
